id,point_no,type,name,time,desc,belongs_to_index_no,filename,resource_id,duration,text,index_method,text_corrected,text_manual
301135,1,i," Index 1",1,NULL,1,i_0002.jpg,4623,0,"top hat secure httpsapptophatcome969008 718gb free ii aphanetic nerained texture crystals that are too tnt ffi individiim tn r1 l1 zoom1 iii am",imageBased,NULL,"top hat secure httpsapptophatcome969008 718gb free ii aphanetic nerained texture crystals that are too tnt ffi individiim tn r1 l1 zoom1 iii am"
301136,2,t," Index 2",1,NULL,1,i_0003.jpg,4623,0,"top hat secure httpsapptophatcom dii am rj techsmith jj tv teeture crystals that are too tnt th indivsdim tn",imageBased,NULL,"top hat secure httpsapptophatcom dii am rj techsmith jj tv teeture crystals that are too tnt th indivsdim tn"
301137,3,t," Index 3",1,NULL,1,i_0004.jpg,4623,16,"top hat secure aphanitic negrained texture crystals that are too tnt th individiim tn ir am",imageBased,NULL,"top hat secure aphanitic negrained texture crystals that are too tnt th individiim tn ir am"
301138,4,t," Index 4",17,NULL,1,i_0012.jpg,4623,4,"texture crystals that are too small for he individual minerals to press to exit full screen zoom",imageBased,NULL,"texture crystals that are too small for he individual minerals to press to exit full screen zoom"
301139,5,i," Index 5",21,NULL,2,i_0014.jpg,4623,194,"aphanitic negrained texture crystals that are too small for the individual minerals to ji zoom",imageBased,NULL,"aphanitic negrained texture crystals that are too small for the individual minerals to ji zoom"
301140,6,i," Index 6",215,NULL,3,i_0111.jpg,4623,258,"ompositi on phaneritic coarsegrained aphanitic finegralned felsic granltic granite rhyolite 650c increasing potassium and sodium increasing iron magnesium and calcium temperature at which melting begins intermediate andesitic diorite andesite mafic lb sabbro basalt percent by volume peridotite komatlite rare increasing silica s102",imageBased,NULL,"ompositi on phaneritic coarsegrained aphanitic finegralned felsic granltic granite rhyolite 650c increasing potassium and sodium increasing iron magnesium and calcium temperature at which melting begins intermediate andesitic diorite andesite mafic lb sabbro basalt percent by volume peridotite komatlite rare increasing silica s102"
301141,7,i," Index 7",473,NULL,4,i_0240.jpg,4623,302,"endesc composition phaneritic coarsegrained aphanlttc finerained percent by volume felsic granitic granite intermediate andesitic mafic basaltic 3ab bra ii peridotite increasing pnisstum and sodium increasing magnesium and calcium rhyolite ic comatte andesite basalt rare increasing silica sic2",imageBased,NULL,"endesc composition phaneritic coarsegrained aphanlttc finerained percent by volume felsic granitic granite intermediate andesitic mafic basaltic 3ab bra ii peridotite increasing pnisstum and sodium increasing magnesium and calcium rhyolite ic comatte andesite basalt rare increasing silica sic2"
301142,8,i," Index 8",775,NULL,5,i_0391.jpg,4623,32,"potassium feldspar plagioclase feldspar pyroxene amphibole ohvine",imageBased,NULL,"potassium feldspar plagioclase feldspar pyroxene amphibole ohvine"
301143,9,t," Index 9",807,NULL,5,i_0407.jpg,4623,28,"endesc 0potassium feldspar plagioclase feldspar pyioxene olivine cr",imageBased,NULL,"endesc 0potassium feldspar plagioclase feldspar pyioxene olivine cr"
301144,10,t," Index 10",835,NULL,5,i_0421.jpg,4623,22,"potassium feldspar plagioclase feldspar pyloxene amphibole olivine",imageBased,NULL,"potassium feldspar plagioclase feldspar pyloxene amphibole olivine"
301145,11,t," Index 11",857,NULL,5,i_0432.jpg,4623,40,"endesc o60 potassium feldspar plagioclase feldspar amphibole olivine",imageBased,NULL,"endesc o60 potassium feldspar plagioclase feldspar amphibole olivine"
301146,12,t," Index 12",897,NULL,5,i_0452.jpg,4623,28,"z60 potassium feldspar plagioclase feldspar olivine",imageBased,NULL,"z60 potassium feldspar plagioclase feldspar olivine"
301147,13,t," Index 13",925,NULL,5,i_0466.jpg,4623,52,"aj potassium feldspar plagioclase feldspar ampli ibole olivine",imageBased,NULL,"aj potassium feldspar plagioclase feldspar ampli ibole olivine"
301148,14,t," Index 14",977,NULL,5,i_0492.jpg,4623,2,"potassium feldspar plagioclase feldspar amphibole olivine",imageBased,NULL,"potassium feldspar plagioclase feldspar amphibole olivine"
301149,15,t," Index 15",979,NULL,5,i_0493.jpg,4623,42,"muscovite quartz potassium feldspar plagioclase feldspar amphibole olivine",imageBased,NULL,"muscovite quartz potassium feldspar plagioclase feldspar amphibole olivine"
301150,16,i," Index 16",1021,NULL,6,i_0514.jpg,4623,80,"potassium feldspar plagioclase feldspar pymxene olivine",imageBased,NULL,"potassium feldspar plagioclase feldspar pymxene olivine"
301151,17,t," Index 17",1101,NULL,6,i_0554.jpg,4623,14,"ho to en era te",imageBased,NULL,"ho to en era te"
301152,18,t," Index 18",1115,NULL,6,i_0561.jpg,4623,20,"how to generate magma heat rocks above their melting point",imageBased,NULL,"how to generate magma heat rocks above their melting point"
301153,19,t," Index 19",1135,NULL,6,i_0571.jpg,4623,40,"how to generate magma heat rocks above their melting point lower melting point by",imageBased,NULL,"how to generate magma heat rocks above their melting point lower melting point by"
301154,20,t," Index 20",1175,NULL,6,i_0591.jpg,4623,22,"how to generate magma heat rocks above their melting point lower melting point by decreasing press ar",imageBased,NULL,"how to generate magma heat rocks above their melting point lower melting point by decreasing press ar"
301155,21,t," Index 21",1197,NULL,6,i_0602.jpg,4623,112,"how to generate magma heat rocks above their melting point lower melting point by decreasing press vola tiles eg h20",imageBased,NULL,"how to generate magma heat rocks above their melting point lower melting point by decreasing press vola tiles eg h20"
301156,22,t," Index 22",1309,NULL,6,i_0658.jpg,4623,64,"end how to generate magma heat rocks above their melting point we ltin in by decreasing pressure dding vo ia tiles h2 zoom",imageBased,NULL,"end how to generate magma heat rocks above their melting point we ltin in by decreasing pressure dding vo ia tiles h2 zoom"
