id,point_no,type,name,time,desc,belongs_to_index_no,filename,resource_id,duration,text,index_method,text_corrected,text_manual
359234,1,i," Index 1",1,NULL,1,i_0002.jpg,4998,146,,imageBased,NULL,
359235,2,i," Index 2",147,NULL,2,i_0077.jpg,4998,120,"upcoming schedule next weeks date chapter continue ch prokaryotic ch ch part cell functions bb quiz tue ch6virusespartlpart2 thur ch viruses part frisat exam chs",imageBased,NULL,"upcoming schedule next weeks date chapter continue ch prokaryotic ch ch part cell functions bb quiz tue ch6virusespartlpart2 thur ch viruses part frisat exam chs"
359236,3,t," Index 3",267,NULL,2,i_0137.jpg,4998,84,"acellular requires host cell no metabolism virus",imageBased,NULL,"acellular requires host cell no metabolism virus"
359237,4,i," Index 4",351,NULL,3,i_0179.jpg,4998,64,"acellular requires host cell no metabolism capsid type virus icosa hedral filamentous",imageBased,NULL,"acellular requires host cell no metabolism capsid type virus icosa hedral filamentous"
359238,5,t," Index 5",415,NULL,3,i_0211.jpg,4998,18,"acellular requires host cell no metabolism dnarna ssds virus icosa hedral filamentous genome type nucb4c",imageBased,NULL,"acellular requires host cell no metabolism dnarna ssds virus icosa hedral filamentous genome type nucb4c"
359239,6,t," Index 6",433,NULL,3,i_0220.jpg,4998,80,"capsid type genome type acellular requires host cell no metabolism virus l1 icosa hedral filamentous nucb4c dnarna ssds naked or enveloped virus id",imageBased,NULL,"capsid type genome type acellular requires host cell no metabolism virus l1 icosa hedral filamentous nucb4c dnarna ssds naked or enveloped virus id"
359240,7,t," Index 7",513,NULL,3,i_0260.jpg,4998,100,"capsid type genome type acellular requires host cell no metabolism gtycoprotein spike virus l1 icosa hedral filamentous nucb4c dnarna ssds naked or enveloped virus other glycoprotein spikes yesno virusspecific proteins",imageBased,NULL,"capsid type genome type acellular requires host cell no metabolism gtycoprotein spike virus l1 icosa hedral filamentous nucb4c dnarna ssds naked or enveloped virus other glycoprotein spikes yesno virusspecific proteins"
359241,8,t," Index 8",613,NULL,3,i_0310.jpg,4998,26,"flu virus recognition of host cell",imageBased,NULL,"flu virus recognition of host cell"
359242,9,i," Index 9",639,NULL,4,i_0323.jpg,4998,220,"viral infectivity os virus re ia tio ship each species of virus infects particular group of host species or host range virus infection",imageBased,NULL,"viral infectivity os virus re ia tio ship each species of virus infects particular group of host species or host range virus infection"
359243,10,i," Index 10",859,NULL,5,i_0433.jpg,4998,2,"viral infectivity os virus re ia tio ship animal vir uses tissue specificity tropism broad hiv infects helper cells potential target cell each species of group of host species virus infects particular broad rabies virus vs narrow range or host range hiv infects only humans ebola virus infection narrow cold virus",imageBased,NULL,"viral infectivity os virus re ia tio ship animal vir uses tissue specificity tropism broad hiv infects helper cells potential target cell each species of group of host species virus infects particular broad rabies virus vs narrow range or host range hiv infects only humans ebola virus infection narrow cold virus"
359244,11,t," Index 11",861,NULL,5,i_0434.jpg,4998,8,"viral infectivity os virus re ia tio ship animal vir uses tissue specificity tropism broad hiv infects helper cells potential target cell each species of group of host species virus infects particular broad rabies virus vs narrow range or host range hiv infects only humans ebola virus infection narrow cold virus",imageBased,NULL,"viral infectivity os virus re ia tio ship animal vir uses tissue specificity tropism broad hiv infects helper cells potential target cell each species of group of host species virus infects particular broad rabies virus vs narrow range or host range hiv infects only humans ebola virus infection narrow cold virus"
