id,point_no,type,name,time,desc,belongs_to_index_no,filename,resource_id,duration,text,index_method,text_corrected,text_manual
373274,1,i," Index 1",1,NULL,1,i_0002.jpg,5088,0,"relay recorder selfhosted gb free jift1j eg pm",imageBased,NULL,"relay recorder selfhosted gb free jift1j eg pm"
373275,2,t," Index 2",1,NULL,1,i_0003.jpg,5088,0,"relay recorder selfhosted",imageBased,NULL,"relay recorder selfhosted"
373276,3,t," Index 3",1,NULL,1,i_0004.jpg,5088,4,"ocr running error",imageBased,NULL,"ocr running error"
373277,4,t," Index 4",5,NULL,1,i_0006.jpg,5088,2,"relay recorder selfhosted al tiihtel lii an cr5 gb free zi dll pm",imageBased,NULL,"relay recorder selfhosted al tiihtel lii an cr5 gb free zi dll pm"
373278,5,t," Index 5",7,NULL,1,i_0007.jpg,5088,74,"ojj channel",imageBased,NULL,"ojj channel"
373279,6,t," Index 6",81,NULL,1,i_0044.jpg,5088,148,"upcoming schedule next weeks chapter unjt material channel ii ch finish end of unit material spring break date 1r ir 1i i0 irl ill 1r 1l rii al ri thur cii control of fri blackboard quiz3",imageBased,NULL,"upcoming schedule next weeks chapter unjt material channel ii ch finish end of unit material spring break date 1r ir 1i i0 irl ill 1r 1l rii al ri thur cii control of fri blackboard quiz3"
373280,7,i," Index 7",229,NULL,2,i_0118.jpg,5088,114,"basic environmental classification of microorganisms environmental parameter classification temperature hyperthermophile growth above 80c ph alkaliphile growth above ph osmolarity halophile growth in high salt 2m nag oxygen aerobe growth only in pressure barophile growth at high pressure greater than atm acidophue growth below ph barotolerant growth between and atm psychrophile growth below 15c consjdered mesophile growth between 15c and 45c channel thermophile growth between 50c and 80c neutralophile growth between ph sand ph8 facultative growth with or without environmental habitat of microbe main factor determining microbes existence in particular environment tolerating vs thriving in an environment extremophiles microaerophile growth only in small amounts of anaerobe growth only without",imageBased,NULL,"basic environmental classification of microorganisms environmental parameter classification temperature hyperthermophile growth above 80c ph alkaliphile growth above ph osmolarity halophile growth in high salt 2m nag oxygen aerobe growth only in pressure barophile growth at high pressure greater than atm acidophue growth below ph barotolerant growth between and atm psychrophile growth below 15c consjdered mesophile growth between 15c and 45c channel thermophile growth between 50c and 80c neutralophile growth between ph sand ph8 facultative growth with or without environmental habitat of microbe main factor determining microbes existence in particular environment tolerating vs thriving in an environment extremophiles microaerophile growth only in small amounts of anaerobe growth only without"
373281,8,t," Index 8",343,NULL,2,i_0175.jpg,5088,2,"0ocdocd odc3 ii cd cd cd cd id cd3rcd cd cd cd ct3cd cd cd ct cd cd c3 cd ri cd cd cd cdcdq cd ut 3cdd cd cd i5 cd id",imageBased,NULL,"0ocdocd odc3 ii cd cd cd cd id cd3rcd cd cd cd ct3cd cd cd ct cd cd c3 cd ri cd cd cd cdcdq cd ut 3cdd cd cd i5 cd id"
373282,9,t," Index 9",345,NULL,2,i_0176.jpg,5088,2,"o3c3 r1 do cd cd cd 3dq fi dd id id od cd cd flbt id cd",imageBased,NULL,"o3c3 r1 do cd cd cd 3dq fi dd id id od cd cd flbt id cd"
373283,10,t," Index 10",347,NULL,2,i_0177.jpg,5088,2,"0ocdocd 03c3 ii cd cd cd cd3rcd cd cd cd ct3cd cd cd ct cd cd cd ri cd cd cd fl cdcdq cd ut fl 3dd cd cd cd cr cq",imageBased,NULL,"0ocdocd 03c3 ii cd cd cd cd3rcd cd cd cd ct3cd cd cd ct cd cd cd ri cd cd cd fl cdcdq cd ut fl 3dd cd cd cd cr cq"
