id,point_no,type,name,time,desc,belongs_to_index_no,filename,resource_id,duration,text,index_method,text_corrected,text_manual
298563,1,i," Index 1",1,NULL,1,i_0002.jpg,4608,0,"write on web chrome top hat secure httpsapptophatcorconnected to top hat ii formative assessment increased compr chapter lassigned 01sissonintrofl8lpptx olsissonjntrofl81pptx chapter plate tectonics chapter minerals 03mineralsfl8croppedpptx announcements announcements delete slides homework items slides not assigned assign present announcements chapter concept checks and quizzes eye on the earth give it some thought questions and online homework on blackboard platemovement rock versus mineral geologists definition of mineral why minerals are important during your life you will use these geol",imageBased,NULL,"write on web chrome top hat secure httpsapptophatcorconnected to top hat ii formative assessment increased compr chapter lassigned 01sissonintrofl8lpptx olsissonjntrofl81pptx chapter plate tectonics chapter minerals 03mineralsfl8croppedpptx announcements announcements delete slides homework items slides not assigned assign present announcements chapter concept checks and quizzes eye on the earth give it some thought questions and online homework on blackboard platemovement rock versus mineral geologists definition of mineral why minerals are important during your life you will use these geol"
298564,2,t," Index 2",1,NULL,1,i_0003.jpg,4608,0,"writeonwebchrome top hat secure httpsapptophatcoroconnected to top flat reconnected to top hat everything is create formative assessment increasing co items professional development tasks lhcreased co4r chapter plate tectonics items chapter minerals 03mineralsfl8croppedpptx platemovement rock versus mineral geologists definition of mineral why minerals are important during your life you will use these geol announcements notassignedt iw assign announcements delete chapter homework concept checks and quizzes eye on the earth give it some thought questions 156andlo online homework on blackboard iii am items",imageBased,NULL,"writeonwebchrome top hat secure httpsapptophatcoroconnected to top flat reconnected to top hat everything is create formative assessment increasing co items professional development tasks lhcreased co4r chapter plate tectonics items chapter minerals 03mineralsfl8croppedpptx platemovement rock versus mineral geologists definition of mineral why minerals are important during your life you will use these geol announcements notassignedt iw assign announcements delete chapter homework concept checks and quizzes eye on the earth give it some thought questions 156andlo online homework on blackboard iii am items"
298565,3,t," Index 3",1,NULL,1,i_0004.jpg,4608,28,"top hat secure httpsapptophatcoroconnected to top hat reconnected to top hat everything is create formative assessment increasing co terns professional development tasks formative assessment increased compr chapter lassigned 01sissonintrofl81pptx homework 01sissonjntrofl81pptx slides chapter plate tectonics items chapter3 minerals 62items 03mineralsfl8croppedpptx announcements rock versus mineral geologists definition of mineral why minerals are important ii during your life you will use these geol delete assign present announcements chapter concept checks and quizzes eye on the earth give it some thought questions and online homework on blackboard iii am announcements notassignedt",imageBased,NULL,"top hat secure httpsapptophatcoroconnected to top hat reconnected to top hat everything is create formative assessment increasing co terns professional development tasks formative assessment increased compr chapter lassigned 01sissonintrofl81pptx homework 01sissonjntrofl81pptx slides chapter plate tectonics items chapter3 minerals 62items 03mineralsfl8croppedpptx announcements rock versus mineral geologists definition of mineral why minerals are important ii during your life you will use these geol delete assign present announcements chapter concept checks and quizzes eye on the earth give it some thought questions and online homework on blackboard iii am announcements notassignedt"
298566,4,t," Index 4",29,NULL,1,i_0018.jpg,4608,2,"topitat secure httpsi apptophatcom geol330 join code formativeassessnientlncreasingco professional development tasks formativeassessrnent increased compr chaptrl chapter plate tectonics chaptr3minerals 03mineralsflbcroppedpptx announcements not assigned assien announcements chapter concept checks and quizzes content gradebooi students marketplace eye on the earth give it some thought questions ahd roek versus mineral geologists definition of why minerals are important il during your life you will use these eeol online homework on bi1 iet10 am",imageBased,NULL,"topitat secure httpsi apptophatcom geol330 join code formativeassessnientlncreasingco professional development tasks formativeassessrnent increased compr chaptrl chapter plate tectonics chaptr3minerals 03mineralsflbcroppedpptx announcements not assigned assien announcements chapter concept checks and quizzes content gradebooi students marketplace eye on the earth give it some thought questions ahd roek versus mineral geologists definition of why minerals are important il during your life you will use these eeol online homework on bi1 iet10 am"
298567,5,t," Index 5",31,NULL,1,i_0019.jpg,4608,2,"top itat secure i1 am geol join code students can go to tophatcom or use our mobile apps and enter this join code to participate cance presentation enable full screen mode always show this screen before presenting always control bar at the bottom",imageBased,NULL,"top itat secure i1 am geol join code students can go to tophatcom or use our mobile apps and enter this join code to participate cance presentation enable full screen mode always show this screen before presenting always control bar at the bottom"
298568,6,t," Index 6",33,NULL,1,i_0020.jpg,4608,2,"cha pter conce eye on the earth ts give it some thought questions and 6nline homework on blackboard zoom press escj key to exit the presentation",imageBased,NULL,"cha pter conce eye on the earth ts give it some thought questions and 6nline homework on blackboard zoom press escj key to exit the presentation"
298569,7,t," Index 7",35,NULL,1,i_0021.jpg,4608,2,"cha pter mi saeen concept checks eye on the earth and give it some thought questions online homework on blackboard",imageBased,NULL,"cha pter mi saeen concept checks eye on the earth and give it some thought questions online homework on blackboard"
298570,8,t," Index 8",37,NULL,1,i_0022.jpg,4608,2,"announcements chapter concept checks eye on the earth give it some thought questions and online homework on blackboard",imageBased,NULL,"announcements chapter concept checks eye on the earth give it some thought questions and online homework on blackboard"
298571,9,t," Index 9",39,NULL,1,i_0023.jpg,4608,162,"announcements chapter concept checks eye on the earth give it some thought questions and online homework on blackboard",imageBased,NULL,"announcements chapter concept checks eye on the earth give it some thought questions and online homework on blackboard"
298572,10,i," Index 10",201,NULL,2,i_0104.jpg,4608,2,"rock versus mineral granite rock quartz hornhlende feldspar mineral mineral mineral",imageBased,NULL,"rock versus mineral granite rock quartz hornhlende feldspar mineral mineral mineral"
