id,point_no,type,name,time,desc,belongs_to_index_no,filename,resource_id,duration,text,index_method,text_corrected,text_manual
340038,1,i," Index 1",1,NULL,1,i_0002.jpg,4887,0,"paste clipbo kiss olachboerd currertfr cfh determine cudmers can wuotes do hiboe4 la al sc th n1n nr wv currently check points on blackboard to determine your clicker is working how does the germ theory of fermentation relate to germ theory of disease explain the disexe stale they both require arwnal models they both rett to changes ii organic matter due to the of microbes they related kgamdcareall iipr home insert design transitions layout animations sude show techsmith relay recorder selfhosted lecture powerpoint review view acrobat direction to smartart paragraph stuff gb free l7 arrange quick styles drawing oil channel added if you do not see the course on ackboard email me rdknappuhedu week reprieve start clicker points jan 1ihy km some microbei crwe theasr slide1of28 clickers program to channel click to add notes comments pm",imageBased,NULL,"paste clipbo kiss olachboerd currertfr cfh determine cudmers can wuotes do hiboe4 la al sc th n1n nr wv currently check points on blackboard to determine your clicker is working how does the germ theory of fermentation relate to germ theory of disease explain the disexe stale they both require arwnal models they both rett to changes ii organic matter due to the of microbes they related kgamdcareall iipr home insert design transitions layout animations sude show techsmith relay recorder selfhosted lecture powerpoint review view acrobat direction to smartart paragraph stuff gb free l7 arrange quick styles drawing oil channel added if you do not see the course on ackboard email me rdknappuhedu week reprieve start clicker points jan 1ihy km some microbei crwe theasr slide1of28 clickers program to channel click to add notes comments pm"
340039,2,t," Index 2",1,NULL,1,i_0003.jpg,4887,0,"con miuobel do pedo dmnbi iin1h aiyaa al al bv ralal ial al how does the germ theory of fermentation relate to germ theory of disease bath explain the they bath require awial modek they bath relate to chanex matter thie to the action of microbex not related at why do sane microbes couxc disease slide1of28 currently check points on blackboard to determine your clicker is working insert design transitions animations slide show review view acrobat home paste olckboard lwrclrrrpeiev curre1y die determine uidtera progr lecture powerpoint relay recorder selfhosted ee ii polling closed responses ri paragraph drawing channel stuff st added if you do not see the course on blackboard email me rdknappuhedu week reprieve start clicker points jan clickers program to channel click to add notes notes comments",imageBased,NULL,"con miuobel do pedo dmnbi iin1h aiyaa al al bv ralal ial al how does the germ theory of fermentation relate to germ theory of disease bath explain the they bath require awial modek they bath relate to chanex matter thie to the action of microbex not related at why do sane microbes couxc disease slide1of28 currently check points on blackboard to determine your clicker is working insert design transitions animations slide show review view acrobat home paste olckboard lwrclrrrpeiev curre1y die determine uidtera progr lecture powerpoint relay recorder selfhosted ee ii polling closed responses ri paragraph drawing channel stuff st added if you do not see the course on blackboard email me rdknappuhedu week reprieve start clicker points jan clickers program to channel click to add notes notes comments"
340040,3,t," Index 3",1,NULL,1,i_0004.jpg,4887,4,"reset lecture powerpoint miet ceo mcobei do tto bochta oi nocrnbl woth lsa st at al bfln sa the ma st rww rnnpfleal beann stia tea tan bfls st eae how does the germ theory of fermentation relate to theory of disease bosh explain the infectious disexse stale they bath tequire rnwnal models they bath relate to changes organic ntatter due to the action of micmbes they related at wdcareail clickers program to channel my do sowne microbe cause diseoe lkii lu jim ii slide of click to add notes notes comments home insert design transitions animations slide show review view acrobat slides ii paste formatpainter clipboard lioli thft font stuff just afrd7 ii do not see the course on lllxckbolird email rrm rdknaquuhedu week repnese start chchrc points jan curreotty diedc ponts on to determine cgcker working oidters program to channel polling closed 7sl paragraph justadded4 arrange drawing quick styles responses stuff if you do not see the course on ii ii channel polling closed lii mealy sailto sw it hull ml jj determine your clicker is working",imageBased,NULL,"reset lecture powerpoint miet ceo mcobei do tto bochta oi nocrnbl woth lsa st at al bfln sa the ma st rww rnnpfleal beann stia tea tan bfls st eae how does the germ theory of fermentation relate to theory of disease bosh explain the infectious disexse stale they bath tequire rnwnal models they bath relate to changes organic ntatter due to the action of micmbes they related at wdcareail clickers program to channel my do sowne microbe cause diseoe lkii lu jim ii slide of click to add notes notes comments home insert design transitions animations slide show review view acrobat slides ii paste formatpainter clipboard lioli thft font stuff just afrd7 ii do not see the course on lllxckbolird email rrm rdknaquuhedu week repnese start chchrc points jan curreotty diedc ponts on to determine cgcker working oidters program to channel polling closed 7sl paragraph justadded4 arrange drawing quick styles responses stuff if you do not see the course on ii ii channel polling closed lii mealy sailto sw it hull ml jj determine your clicker is working"
340041,4,t," Index 4",5,NULL,1,i_0006.jpg,4887,4,"polling closed just added blackboard stuff if you do not see email me rdknappuhedu responses the course channel",imageBased,NULL,"polling closed just added blackboard stuff if you do not see email me rdknappuhedu responses the course channel"
340042,5,t," Index 5",9,NULL,1,i_0008.jpg,4887,2,"polling closed blackboare previous last viewed see all slides zoom in custom show show ptesenter view screen options help pause end show laser pointer pen highlighter ink color lrase all ink on slide arrow options stuff just added if you do not see the course channel me rdknappuhedu in responses",imageBased,NULL,"polling closed blackboare previous last viewed see all slides zoom in custom show show ptesenter view screen options help pause end show laser pointer pen highlighter ink color lrase all ink on slide arrow options stuff just added if you do not see the course channel me rdknappuhedu in responses"
340043,6,t," Index 6",11,NULL,1,i_0009.jpg,4887,2,"polling closed intel management and security status st ff intel antitheft technology is not activated click to find more just added if you do not see the course channel blackboare me rdknappuhedu viewed see all slides zoom in show ptesenter view screen options laser pointer help 7j ren pause highlighter end show ink color ii etaser erase all arrow qptions",imageBased,NULL,"polling closed intel management and security status st ff intel antitheft technology is not activated click to find more just added if you do not see the course channel blackboare me rdknappuhedu viewed see all slides zoom in show ptesenter view screen options laser pointer help 7j ren pause highlighter end show ink color ii etaser erase all arrow qptions"
340044,7,t," Index 7",13,NULL,1,i_0010.jpg,4887,2,"polling closed ix intel management and security status st ff intel antitheft technology is not activated click to find just added if you do not see the course channel blackboard email me rdknappuhedu",imageBased,NULL,"polling closed ix intel management and security status st ff intel antitheft technology is not activated click to find just added if you do not see the course channel blackboard email me rdknappuhedu"
340045,8,t," Index 8",15,NULL,1,i_0011.jpg,4887,8,"polling closed stuff just added if you do not see the course channel email me rdknappuhedu blackboard responses",imageBased,NULL,"polling closed stuff just added if you do not see the course channel email me rdknappuhedu blackboard responses"
340046,9,t," Index 9",23,NULL,1,i_0015.jpg,4887,24,"polling closed just added blackboard stuff if you do not email me rdkna channel responses",imageBased,NULL,"polling closed just added blackboard stuff if you do not email me rdkna channel responses"
340047,10,t," Index 10",47,NULL,1,i_0027.jpg,4887,26,"stuff just added if you do not see the course on blackboard email me rdknappuhedu lj",imageBased,NULL,"stuff just added if you do not see the course on blackboard email me rdknappuhedu lj"
340048,11,t," Index 11",73,NULL,1,i_0040.jpg,4887,48,"stuff just added if you do not see blackboard email me rdknappuhedu the course on",imageBased,NULL,"stuff just added if you do not see blackboard email me rdknappuhedu the course on"
340049,12,t," Index 12",121,NULL,1,i_0064.jpg,4887,122,"0fl cd cd 0cd cd 0d cd cm cd cd 0cd 0cd ii cd",imageBased,NULL,"0fl cd cd 0cd cd 0d cd cm cd cd 0cd 0cd ii cd"
340050,13,t," Index 13",243,NULL,1,i_0125.jpg,4887,4,"what do they do origin of earth biotechnology bioremediation basic research whatwho are they cyanobacteria formation proka ryotes sbya 4bya 3bya zbya human directed use of microbes characterize classify bacteria eusacteria eschenchia coil",imageBased,NULL,"what do they do origin of earth biotechnology bioremediation basic research whatwho are they cyanobacteria formation proka ryotes sbya 4bya 3bya zbya human directed use of microbes characterize classify bacteria eusacteria eschenchia coil"
340051,14,t," Index 14",247,NULL,1,i_0127.jpg,4887,2,"bacteria lucte origin of earth whatwho are they biotechnology bioremediation basic research channel 4bya proka ryotes 3bya 2bya lbya human directed use of microbes what do they do",imageBased,NULL,"bacteria lucte origin of earth whatwho are they biotechnology bioremediation basic research channel 4bya proka ryotes 3bya 2bya lbya human directed use of microbes what do they do"
340052,15,t," Index 15",249,NULL,1,i_0128.jpg,4887,4,"ii paste view love to this pc removable disk seat desktop documents downloads music pictures videos windows8os removable disk fseventsd spotlightv1 items home drive tools share manage copy removable disk copy path pane shortcut rename open new folder ffl edit properties this pc channel history cf invert selection name fseventsd spotlightv1 date modified turningpoint mac turningpoint pc pm pm removable disk shortcut pm",imageBased,NULL,"ii paste view love to this pc removable disk seat desktop documents downloads music pictures videos windows8os removable disk fseventsd spotlightv1 items home drive tools share manage copy removable disk copy path pane shortcut rename open new folder ffl edit properties this pc channel history cf invert selection name fseventsd spotlightv1 date modified turningpoint mac turningpoint pc pm pm removable disk shortcut pm"
340053,16,t," Index 16",253,NULL,1,i_0130.jpg,4887,2,"share copy path documents downloads music windows8os removable disk fseventsd move to delete removable disk selectall select none invert selection sear bo spotlightv1 pm file view drive tools manage copy paste paste shortcut edit this pc this pc desktop new properties folder removable disk name fseventsd spotlightv1 turningpoint mac turningpoint pc removable disk shortcut date modified pictures videos pm pm pm items",imageBased,NULL,"share copy path documents downloads music windows8os removable disk fseventsd move to delete removable disk selectall select none invert selection sear bo spotlightv1 pm file view drive tools manage copy paste paste shortcut edit this pc this pc desktop new properties folder removable disk name fseventsd spotlightv1 turningpoint mac turningpoint pc removable disk shortcut date modified pictures videos pm pm pm items"
340054,17,i," Index 17",255,NULL,2,i_0131.jpg,4887,212,"origin of earth 4bya 3bya multic1 eukary eukaryotic micro cyanobacteria form proka ryotes 2bya lbya whatwho are they biotechnology bioremediation basic research human directed use of microbes what do they do racteria eu3acteria eschenclsia coi",imageBased,NULL,"origin of earth 4bya 3bya multic1 eukary eukaryotic micro cyanobacteria form proka ryotes 2bya lbya whatwho are they biotechnology bioremediation basic research human directed use of microbes what do they do racteria eu3acteria eschenclsia coi"
340055,18,i," Index 18",467,NULL,3,i_0237.jpg,4887,140,"what can microbes do louis pasteur biochemical basis of microbial growth 840s90s grapes wine sugar time alcohol yeast carried out fermentation sugars to ethanol bacterial contaminants fermented sugars to different carbon alcohols and acids eg acetic acid butyric acid butanol ethanol propionic acid etc is there possible link between these microbial transformations and disease",imageBased,NULL,"what can microbes do louis pasteur biochemical basis of microbial growth 840s90s grapes wine sugar time alcohol yeast carried out fermentation sugars to ethanol bacterial contaminants fermented sugars to different carbon alcohols and acids eg acetic acid butyric acid butanol ethanol propionic acid etc is there possible link between these microbial transformations and disease"
340056,19,t," Index 19",607,NULL,3,i_0307.jpg,4887,88,"what can microbes do louis pasteur biochem 840s90s ical basis of microbial wine alcohol yeast carried out fermentation sugars to ethanol bacterial contaminants fermented sugars to different carbon alcohols and acids eg acetic acid butyric acid butanol ethanol propionic acid etc is there possible link between these microbial transformations and disease germ theory of fermentation all fermentations were the result of microbial activity fermentation is accompanied by development of microbes each fermentation can be defined by its principle formation of endproducts coincides with growth of specific grapes sugar rowth cha icrobe",imageBased,NULL,"what can microbes do louis pasteur biochem 840s90s ical basis of microbial wine alcohol yeast carried out fermentation sugars to ethanol bacterial contaminants fermented sugars to different carbon alcohols and acids eg acetic acid butyric acid butanol ethanol propionic acid etc is there possible link between these microbial transformations and disease germ theory of fermentation all fermentations were the result of microbial activity fermentation is accompanied by development of microbes each fermentation can be defined by its principle formation of endproducts coincides with growth of specific grapes sugar rowth cha icrobe"
340057,20,t," Index 20",695,NULL,3,i_0351.jpg,4887,8,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state they both require animal models they both relate to changes in organic matter due to the action of microbes they are not related at all abandcareall correct",imageBased,NULL,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state they both require animal models they both relate to changes in organic matter due to the action of microbes they are not related at all abandcareall correct"
340058,21,t," Index 21",703,NULL,3,i_0355.jpg,4887,2,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state they both require animal models they both relate to due to the they are not related at all abandcareall correct channel action of microbes changes in organic matter ii pm",imageBased,NULL,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state they both require animal models they both relate to due to the they are not related at all abandcareall correct channel action of microbes changes in organic matter ii pm"
340059,22,t," Index 22",705,NULL,3,i_0356.jpg,4887,2,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state they both require animal models they both relate to changes in organic matter due to the action of microbes they are not related al abandcareall channel correct",imageBased,NULL,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state they both require animal models they both relate to changes in organic matter due to the action of microbes they are not related al abandcareall channel correct"
340060,23,t," Index 23",707,NULL,3,i_0357.jpg,4887,8,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state they both require animal models they both relate to due to the changes in organic matter they are not related at all and are all correct responses channel 248pm ct of ro polling closed wi",imageBased,NULL,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state they both require animal models they both relate to due to the changes in organic matter they are not related at all and are all correct responses channel 248pm ct of ro polling closed wi"
340061,24,t," Index 24",715,NULL,3,i_0361.jpg,4887,2,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state they both require animal models they both relate to changes in organic matter to the action of correct channel due they are not related at all abandcareall multiple choice responses",imageBased,NULL,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state they both require animal models they both relate to changes in organic matter to the action of correct channel due they are not related at all abandcareall multiple choice responses"
340062,25,t," Index 25",717,NULL,3,i_0362.jpg,4887,28,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state they both require animal models they both relate to due to the changes in organic matter they are not related at all and are all correct channel responses action of microbes multiple choice",imageBased,NULL,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state they both require animal models they both relate to due to the changes in organic matter they are not related at all and are all correct channel responses action of microbes multiple choice"
340063,26,t," Index 26",745,NULL,3,i_0376.jpg,4887,2,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state they both require animal models they both relate to changes in organic matter multiple choice action of microbes they are not related at all correct channel 249pm th lii due to the and are all responses",imageBased,NULL,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state they both require animal models they both relate to changes in organic matter multiple choice action of microbes they are not related at all correct channel 249pm th lii due to the and are all responses"
340064,27,t," Index 27",747,NULL,3,i_0377.jpg,4887,2,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state they both require animal models win j1 ij 249pm th icountdown timer they to both relate ct to changes in organic matter of ro multiple choice iii odai1 responses channel",imageBased,NULL,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state they both require animal models win j1 ij 249pm th icountdown timer they to both relate ct to changes in organic matter of ro multiple choice iii odai1 responses channel"
340065,28,t," Index 28",749,NULL,3,i_0378.jpg,4887,24,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state they both require animal models they both relate to changes in organic matter to ct of ro timer chok they are not related at all abandcareall correct",imageBased,NULL,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state they both require animal models they both relate to changes in organic matter to ct of ro timer chok they are not related at all abandcareall correct"
340066,29,t," Index 29",773,NULL,3,i_0390.jpg,4887,18,"how does the germ theory of fermentation relate to germ theory of disea both explain the infectious disease state they both require animal models they both relate to to the action of microbes they are not related at and are all correct se due changes in organic matter esponses 0t ii ij",imageBased,NULL,"how does the germ theory of fermentation relate to germ theory of disea both explain the infectious disease state they both require animal models they both relate to to the action of microbes they are not related at and are all correct se due changes in organic matter esponses 0t ii ij"
340067,30,t," Index 30",791,NULL,3,i_0399.jpg,4887,2,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state they both require animal models win j1 ij 250pm they both relate to due to the changes in organic matter multiple choice action of microbes responses they are not related at all and are all correct hi channel",imageBased,NULL,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state they both require animal models win j1 ij 250pm they both relate to due to the changes in organic matter multiple choice action of microbes responses they are not related at all and are all correct hi channel"
340068,31,t," Index 31",793,NULL,3,i_0400.jpg,4887,2,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state results for question dels in organic matter polling closed responses channel win j1 250pm",imageBased,NULL,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state results for question dels in organic matter polling closed responses channel win j1 250pm"
340069,32,t," Index 32",795,NULL,3,i_0401.jpg,4887,2,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state results for question organic matter polling closed responses they both require animal models in channel jiriiiij1t 250pm ii",imageBased,NULL,"how does the germ theory of fermentation relate to germ theory of disease both explain the infectious disease state results for question organic matter polling closed responses they both require animal models in channel jiriiiij1t 250pm ii"
