id,point_no,type,name,time,desc,belongs_to_index_no,filename,resource_id,duration,text,index_method,text_corrected,text_manual
363677,1,i," Index 1",1,NULL,1,i_0002.jpg,5039,0,,imageBased,NULL,
363678,2,t," Index 2",1,NULL,1,i_0003.jpg,5039,0,"relay recorder selfhosted hii",imageBased,NULL,"relay recorder selfhosted hii"
363679,3,t," Index 3",1,NULL,1,i_0004.jpg,5039,2,"ocr running error",imageBased,NULL,"ocr running error"
363680,4,t," Index 4",3,NULL,1,i_0005.jpg,5039,4,"atpase ch swift player",imageBased,NULL,"atpase ch swift player"
363681,5,t," Index 5",7,NULL,1,i_0007.jpg,5039,54,"ocr running error",imageBased,NULL,"ocr running error"
363682,6,i," Index 6",61,NULL,2,i_0034.jpg,5039,40,"upcoming schedule next weeks date chapter unjt material ch part organotrophyrespiration thur ch part part litho phototrophy tues ch part ch bacterial growth thur ch bacterial growth development tues ch ch control of microbial growth thur ch ch fri blackboard quiz3 spring break",imageBased,NULL,"upcoming schedule next weeks date chapter unjt material ch part organotrophyrespiration thur ch part part litho phototrophy tues ch part ch bacterial growth thur ch bacterial growth development tues ch ch control of microbial growth thur ch ch fri blackboard quiz3 spring break"
363683,7,t," Index 7",101,NULL,2,i_0054.jpg,5039,16,"summary electron transport system function reduction potential relation to ag strongweak electron donors strongweak electron acceptors components of ets cytochromes quinones oxidoreductases proton motive force chargep f1f0atp synthase anaerobic respiration relies on terminal electron acceptors other than oxygen nitrogen su if corn pou nd as electron acceptors dissimilatory metal reduction",imageBased,NULL,"summary electron transport system function reduction potential relation to ag strongweak electron donors strongweak electron acceptors components of ets cytochromes quinones oxidoreductases proton motive force chargep f1f0atp synthase anaerobic respiration relies on terminal electron acceptors other than oxygen nitrogen su if corn pou nd as electron acceptors dissimilatory metal reduction"
363684,8,t," Index 8",117,NULL,2,i_0062.jpg,5039,2,"atpase ch file view play help fl atpase ch swift player atp synthase",imageBased,NULL,"atpase ch file view play help fl atpase ch swift player atp synthase"
363685,9,t," Index 9",119,NULL,2,i_0063.jpg,5039,6,"ii file view play help atpase ch swiff player atp synthase mechanism outside cytoplasm copyright norton company pau5ed t11 jjwnil frame",imageBased,NULL,"ii file view play help atpase ch swiff player atp synthase mechanism outside cytoplasm copyright norton company pau5ed t11 jjwnil frame"
363686,10,t," Index 10",125,NULL,2,i_0066.jpg,5039,30,"concentration gradient of protons across membrane drives the synthesis of aw by large complex in the membrane called aw synthase atp synthase also called the f1f0 atp synthase has two main partsf1 which protrudes into the cytoplasm and f01 which sits in the membrane paused frame file view play help atpase ch swiff player outside plaq cytoplasm",imageBased,NULL,"concentration gradient of protons across membrane drives the synthesis of aw by large complex in the membrane called aw synthase atp synthase also called the f1f0 atp synthase has two main partsf1 which protrudes into the cytoplasm and f01 which sits in the membrane paused frame file view play help atpase ch swiff player outside plaq cytoplasm"
