id,point_no,type,name,time,desc,belongs_to_index_no,filename,resource_id,duration,text,index_method,text_corrected,text_manual
371062,1,i," Index 1",1,NULL,1,i_0002.jpg,5072,0,"ocr running error",imageBased,NULL,"ocr running error"
371063,2,t," Index 2",1,NULL,1,i_0003.jpg,5072,0,"bli teamwork stuff sp1 9stuff rk files lecture ii apps channel iil cubase le techsmith desktop relay recorder selfhosted recycle 11w",imageBased,NULL,"bli teamwork stuff sp1 9stuff rk files lecture ii apps channel iil cubase le techsmith desktop relay recorder selfhosted recycle 11w"
371064,3,t," Index 3",1,NULL,1,i_0004.jpg,5072,6,"techsmith lecture jfiz cubase le bli teamwork stuff desktop apps hi recycle bin sp1 9stuff nnel rk files 111i iii mw pm",imageBased,NULL,"techsmith lecture jfiz cubase le bli teamwork stuff desktop apps hi recycle bin sp1 9stuff nnel rk files 111i iii mw pm"
371065,4,t," Index 4",7,NULL,1,i_0007.jpg,5072,4,"new slide aa channel click to add notes file paste lecturepptx last saved by user powerpoint home insert design transitions animations slide show iii biu clipboard r2 4ee aa paragraph slides font ha j44jp l4j li li shapes arrange view editing quick styles drawing slide 0f26 enotes jl iii",imageBased,NULL,"new slide aa channel click to add notes file paste lecturepptx last saved by user powerpoint home insert design transitions animations slide show iii biu clipboard r2 4ee aa paragraph slides font ha j44jp l4j li li shapes arrange view editing quick styles drawing slide 0f26 enotes jl iii"
371066,5,t," Index 5",11,NULL,1,i_0009.jpg,5072,4,"file design transitions animations slide show review home insert ii paste lecturepptx last saved by user powerpoint new slide biu clipboard slides font ie l4j view shapes arrange paragraph quick li styles editing drawing slide 10f26 click to add notes notes comments iil",imageBased,NULL,"file design transitions animations slide show review home insert ii paste lecturepptx last saved by user powerpoint new slide biu clipboard slides font ie l4j view shapes arrange paragraph quick li styles editing drawing slide 10f26 click to add notes notes comments iil"
371067,6,t," Index 6",15,NULL,1,i_0011.jpg,5072,2,channel,imageBased,NULL,channel
371068,7,t," Index 7",17,NULL,1,i_0012.jpg,5072,2,chan,imageBased,NULL,chan
371069,8,t," Index 8",19,NULL,1,i_0013.jpg,5072,2,"upcoming schedule next weeks unjt material organotrophyrespiration fi ytj fly ii ri il 5a ch ch control of microbial growth thur ch finish end of unit material fri blackboard quiz spring break date chapter chanr tues",imageBased,NULL,"upcoming schedule next weeks unjt material organotrophyrespiration fi ytj fly ii ri il 5a ch ch control of microbial growth thur ch finish end of unit material fri blackboard quiz spring break date chapter chanr tues"
371070,9,t," Index 9",21,NULL,1,i_0014.jpg,5072,2,"stages of bacterial growth in batch culture inoculation of bacteria into liquid growth medium and chanr enumeration of cells yields lag phase no growth temporarily acclimate to surroundings turn onoff different genes synthesis factors affecting lag phase inoculu size media com ii ijji ii iif wv wv iii characteristic bacterial growth curve log phase stationary phase midlog phase 1b0 ios mage position physical factors time arbitrary ii l41 4ii",imageBased,NULL,"stages of bacterial growth in batch culture inoculation of bacteria into liquid growth medium and chanr enumeration of cells yields lag phase no growth temporarily acclimate to surroundings turn onoff different genes synthesis factors affecting lag phase inoculu size media com ii ijji ii iif wv wv iii characteristic bacterial growth curve log phase stationary phase midlog phase 1b0 ios mage position physical factors time arbitrary ii l41 4ii"
371071,10,t," Index 10",23,NULL,1,i_0015.jpg,5072,2,"stages of bacterial growth in batch culture inoculation of bacteria into liquid growth medium and chanr jlo ios characteristic bacterial growth curve enumeration of cells yields lag phase no growth temporarily acclimate to surroundings turn onoff different genes synthesis factors affecting lag phase inoculu size media composition physical log phase stationary phase midlog phase mage factors time arbitrary",imageBased,NULL,"stages of bacterial growth in batch culture inoculation of bacteria into liquid growth medium and chanr jlo ios characteristic bacterial growth curve enumeration of cells yields lag phase no growth temporarily acclimate to surroundings turn onoff different genes synthesis factors affecting lag phase inoculu size media composition physical log phase stationary phase midlog phase mage factors time arbitrary"
371072,11,t," Index 11",25,NULL,1,i_0016.jpg,5072,74,chanr,imageBased,NULL,chanr
371073,12,i," Index 12",99,NULL,2,i_0053.jpg,5072,288,"date chapter unjt material ii il ch ch control of microbial growth spring break upcoming schedule next weeks 1r a1 1i chi ii tues thur ch finish end of unit material fri blackboard quiz3",imageBased,NULL,"date chapter unjt material ii il ch ch control of microbial growth spring break upcoming schedule next weeks 1r a1 1i chi ii tues thur ch finish end of unit material fri blackboard quiz3"
371074,13,i," Index 13",387,NULL,3,i_0197.jpg,5072,108,"stages of bacterial growth in batch culture inoculation of bacteria into liquid growth medium and subsequent chi enumeration of cells yields iliblo log phase stationary phase lag phase no growth temporarily acclimate to surroundings turn onoff different genes synthesis factors affecting lag phase inocul size media composition physical death phase characteristic bacterial growth curve urn age factors midlog phase ios time arbitrary",imageBased,NULL,"stages of bacterial growth in batch culture inoculation of bacteria into liquid growth medium and subsequent chi enumeration of cells yields iliblo log phase stationary phase lag phase no growth temporarily acclimate to surroundings turn onoff different genes synthesis factors affecting lag phase inocul size media composition physical death phase characteristic bacterial growth curve urn age factors midlog phase ios time arbitrary"
371075,14,t," Index 14",495,NULL,3,i_0251.jpg,5072,182,"stages of bacterial growth in batch culture inoculation of bacteria into liquid growth medium and subsequent lag phase no growth temporarily acclimate to surroundings turn onoff different genes affecting lag phase size media composition physical enumeration of cells yields log phase stationary phase death phase synthesis factors characteristic bacterial growth curve 1b0 ios urn age factors log phase most metabolically active fastest growth increases late log phase slowdown in growth rate begins midlog phase inocul time arbitrary rate cell size",imageBased,NULL,"stages of bacterial growth in batch culture inoculation of bacteria into liquid growth medium and subsequent lag phase no growth temporarily acclimate to surroundings turn onoff different genes affecting lag phase size media composition physical enumeration of cells yields log phase stationary phase death phase synthesis factors characteristic bacterial growth curve 1b0 ios urn age factors log phase most metabolically active fastest growth increases late log phase slowdown in growth rate begins midlog phase inocul time arbitrary rate cell size"
371076,15,i," Index 15",677,NULL,4,i_0342.jpg,5072,350,"stationery phase other methods of growth fedbatch culture feed extra nutrients carbon at mid log to late log phase to prolong growth and increase cell yield",imageBased,NULL,"stationery phase other methods of growth fedbatch culture feed extra nutrients carbon at mid log to late log phase to prolong growth and increase cell yield"
371077,16,i," Index 16",1027,NULL,5,i_0517.jpg,5072,2,"stefre nutrient impeuci oxygen concentration probe cooling coldwater inlet compressed ow bsoreactor antifoam motor acidbase steam nutrient or rxeswre guage filteed waste gases cow water outlet ph probe temperature probe steam sparger harvest pipe",imageBased,NULL,"stefre nutrient impeuci oxygen concentration probe cooling coldwater inlet compressed ow bsoreactor antifoam motor acidbase steam nutrient or rxeswre guage filteed waste gases cow water outlet ph probe temperature probe steam sparger harvest pipe"
371078,17,t," Index 17",1029,NULL,5,i_0518.jpg,5072,2,"stationery phase uk 9k death phase lack of nutrients ph changes lead to exponential decline in cell numbers other methods of growth fedbatch culture feed extra nutrients carbon at mid log to late log phase to prolong growth and increase cell yield",imageBased,NULL,"stationery phase uk 9k death phase lack of nutrients ph changes lead to exponential decline in cell numbers other methods of growth fedbatch culture feed extra nutrients carbon at mid log to late log phase to prolong growth and increase cell yield"
371079,18,t," Index 18",1031,NULL,5,i_0519.jpg,5072,4,"sterile nutnent medium mpeller oxygen concentration intet sparger compressed ott bioreactor ontifoam steam nutrient or inocuant aodlbae guage jd cow water probe cooing pxket filtered waste gases outlet ph probe temperature probe steam harvest pipe",imageBased,NULL,"sterile nutnent medium mpeller oxygen concentration intet sparger compressed ott bioreactor ontifoam steam nutrient or inocuant aodlbae guage jd cow water probe cooing pxket filtered waste gases outlet ph probe temperature probe steam harvest pipe"
371080,19,t," Index 19",1035,NULL,5,i_0521.jpg,5072,2,"pobe coidwater fdteed waste gases tempecat ue probe compreised ag channel ssure guage bioreactor sparger anhfoam steam stenle meum guaqe oxygen water outlet ph probe inlet steam ii filtered waste gases ter outlet ph probe temperature probe harvest pipe steam bioreactor compiessed air harvest pipe",imageBased,NULL,"pobe coidwater fdteed waste gases tempecat ue probe compreised ag channel ssure guage bioreactor sparger anhfoam steam stenle meum guaqe oxygen water outlet ph probe inlet steam ii filtered waste gases ter outlet ph probe temperature probe harvest pipe steam bioreactor compiessed air harvest pipe"
371081,20,t," Index 20",1037,NULL,5,i_0522.jpg,5072,6,"stefre nutrient impeuci oxygen concentration probe cooling coldwater inlet filteed waste gases outlet ph probe temperature probe sparger compressed ow bsoreactor antifoam motor steam nutrient or rxeswre guage cow water steam harvest pipe",imageBased,NULL,"stefre nutrient impeuci oxygen concentration probe cooling coldwater inlet filteed waste gases outlet ph probe temperature probe sparger compressed ow bsoreactor antifoam motor steam nutrient or rxeswre guage cow water steam harvest pipe"
